distinction_id,property_flg,price,yield,income,built_date,building_structure,rank,struture_flg,total_units,access,address,land_area,land_rights,footprint_square,plan,management_fee,management_flg,building_area,ratio,use_districts,current_state,delivery_time
586916rnr,MAN,"1億3,800万円",7.01%,968.4 万円 / 80.7万円,1980年2月,鉄骨造4階建 総戸数 6戸,4階建,S造,6戸,JR総武線 亀戸駅  徒歩10分 JR総武線 錦糸町駅  徒歩14分 ,東京都江東区亀戸2-7-8,120.06m2 【36.31坪】, 所有権 ,,店舗×1戸  1K×2戸  1LDK×2戸  3LDK以上×1戸 ,,,362.79m2【109.74坪】1階 ～ 3階 97.98m2 ／ 4階 68.85m2,80 ％ / 500 ％ ,商業,賃貸中,相談
600613cpb,MAN,"1億3,800万円",7.62%,"1,052.4 万円 / 87.7万円",1980年2月,鉄骨造4階建 総戸数 6戸,4階建,S造,6戸,JR総武線 亀戸駅  徒歩10分 ,東京都江東区亀戸2丁目,120.06m2 【36.31坪】, 所有権 ,,1K×3戸  2DK×1戸  店舗×1戸 4LDK×1戸 ,,,362.79m2【109.74坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
5997603er,BUL,"1億3,900万円",9.00%,"1,278 万円 / 106.5万円",1990年5月,鉄骨造8階建 総戸数 6戸,8階建,S造,6戸,JR総武線 亀戸駅  徒歩6分 東武亀戸線 亀戸駅  徒歩6分 都営新宿線 西大島駅  徒歩5分 ,東京都江東区大島3丁目,100.33m2 【30.35坪】, 所有権 ,,3LDK以上×1戸 事務所×5戸 ,,,344.45m2【104.19坪】,60 ％ / 200 ％ ,第一種住居,賃貸中,相談
603334wvy,BUL,"1億3,900万円",9.00%,,1990年5月,鉄骨造8階建,8階建,S造,---,JR総武線 亀戸駅  徒歩6分 都営新宿線 西大島駅  徒歩5分 ,東京都江東区大島3丁目,100.33m2 【30.35坪】, 所有権 ,,,,,344.45m2【104.19坪】,---- / ---- ,,賃貸中,相談
605778dcj,BUL,"1億3,900万円",9.00%,,1990年5月,鉄骨造8階建 総戸数 6戸,8階建,S造,6戸,JR総武線 亀戸駅  徒歩6分 都営新宿線 西大島駅  徒歩5分 ,東京都江東区大島3丁目,100.33m2 【30.35坪】, 所有権 ,,事務所×5戸  3LDK以上×1戸 ,,,344.45m2【104.19坪】,---- / ---- ,商業,賃貸中,相談
5868363b3,BUL,"1億4,200万円",9.00%,"1,278 万円 / 106.5万円",1990年5月,鉄骨造8階建 総戸数 6戸,8階建,S造,6戸,都営新宿線 西大島駅  徒歩5分 JR総武線 亀戸駅  徒歩6分 ,東京都江東区大島3丁目,100.33m2 【30.35坪】, 所有権 ,,事務所×5戸 4LDK×1戸 ,,,344.45m2【104.19坪】,60 ％ / 300 ％ ,準工業,賃貸中,相談
586923had,BUL,"1億4,200万円",9.00%,"1,278 万円 / 106.5万円",1990年5月,鉄骨造8階建 総戸数 6戸,8階建,S造,6戸,都営新宿線 西大島駅  徒歩5分 JR総武線 亀戸駅  徒歩6分 ,東京都江東区大島,100.33m2 【30.35坪】, 所有権 ,,事務所×5戸 4LDK×1戸 ,,,344.45m2【104.19坪】,---- / ---- ,商業,賃貸中,相談
577362jdm,MAN,"1億4,800万円",8.26%,"1,188 万円 / 99.0万円",1988年9月,鉄骨造4階建（地下 1階） 総戸数 9戸,4階建,S造,9戸,JR総武線 亀戸駅  徒歩10分 都営新宿線 大島駅  徒歩8分 ,東京都江東区亀戸7丁目,148.75m2 【44.99坪】, 所有権 ,,事務所×1戸  店舗・事務所×1戸  1DK×2戸  2DK×4戸 4DK1戸 ,,,89.18m2【26.97坪】,60 ％ / 400 ％ ,準工業,賃貸中,相談
606136zqo,MAN,"1億7,200万円",7.18%,"1,235.6 万円 / 103.0万円",1990年4月,鉄骨造3階建 総戸数 4戸,3階建,S造,4戸,都営新宿線 西大島駅  徒歩15分 都営新宿線 大島駅  徒歩18分 ,東京都江東区北砂3丁目,213.46m2 【64.57坪】, 所有権 ,,店舗×4戸 ,,,444.64m2【134.50坪】,80 ％ / 300 ％ ,近隣商業,賃貸中,相談
578083oi5,MAN,"1億8,800万円",7.53%,"1,416.6 万円 / 118.0万円",1986年5月,鉄骨造5階建 総戸数 13戸,5階建,S造,13戸,東西線 木場駅  徒歩3分 ,東京都江東区東陽3-6-4,227.00m2 【68.66坪】, 所有権 ,,,,,538.32m2【162.84坪】,80 ％ / 240 ％ ,商業,賃貸中,相談
586846bq8,MAN,"1億8,800万円",7.53%,"1,416.6 万円 / 118.0万円",1986年5月,鉄骨造5階建 総戸数 11戸,5階建,S造,11戸,東西線 木場駅  徒歩3分 ,東京都江東区東陽3-6-4,227m2 【68.66坪】, 所有権 ,,店舗×1戸  1DK×6戸  2DK×2戸  2LDK×1戸 4LDK×1 ,,,538.32m2【162.84坪】,80 ％ / 240 ％ ,商業,賃貸中,相談
594320sin,MAN,"1億8,800万円",7.50%,"1,410 万円 / 117.5万円",1986年5月,鉄骨造5階建 総戸数 13戸,5階建,S造,13戸,東西線 木場駅  徒歩3分 ,東京都江東区東陽3丁目,227m2 【68.66坪】, 所有権 ,,,,,538.32m2【162.84坪】,80 ％ / 240 ％ ,商業,賃貸中,相談
596295iam,MAN,"1億8,800万円",7.50%,"1,410 万円 / 117.5万円",1986年5月,鉄骨造5階建 総戸数 11戸,5階建,S造,11戸,東西線 木場駅  徒歩3分 ,東京都江東区東陽3丁目,227m2 【68.66坪】, 所有権 ,,1DK×6戸 2ＤＫ×2戸、2ＬＤＫ×1戸、4ＬＤＫ×1戸、店舗×1戸 ,,,538.32m2【162.84坪】,80 ％ / 240 ％ ,商業,賃貸中,即時
601475ew9,MAN,"2億1,000万円",7.14%,"1,500 万円 / 125.0万円",1984年4月,鉄筋コンクリート造4階建 総戸数 12戸,4階建,RC造,12戸,東西線 門前仲町駅  徒歩7分 ,東京都江東区冬木,219.67m2 【66.45坪】, 所有権 ,,2DK×12戸 ,,,527.48m2【159.56坪】,60 ％ / 300 ％ ,準工業,賃貸中,相談
581817j3s,MAN,"2億1,800万円",7.10%,"1,549.2 万円 / 129.1万円",1997年1月,鉄骨造5階建 総戸数 10戸,5階建,S造,10戸,東西線 門前仲町駅  徒歩6分 ,東京都江東区冬木,138.85m2 【42.00坪】, 所有権 ,,店舗×2戸  事務所×1戸  2LDK×5戸  1K×2戸 ,,,412.7m2【124.84坪】,60 ％ / 300 ％ ,準工業,賃貸中,相談
594142uqn,BUL,"2億1,800万円",7.05%,"1,537 万円 / 128.1万円",1997年1月,鉄骨造5階建 総戸数 10戸,5階建,S造,10戸,東西線 門前仲町駅  徒歩6分 都営大江戸線 門前仲町駅  徒歩6分 ,東京都江東区冬木,138.85m2 【42.00坪】, 所有権 ,,店舗×2戸  事務所×1戸  2K×3戸  2LDK×2戸 1K×1戸 1R×1戸 ,,,412.70m2【124.84坪】,60 ％ / 300 ％ ,準工業,賃貸中,相談
602840gnv,MAN,"2億1,800万円",6.57%,"1,432.26 万円 / 119.4万円",1984年4月,鉄筋コンクリート造4階建 総戸数 12戸,4階建,RC造,12戸,東西線 門前仲町駅  徒歩7分 ,東京都江東区冬木,219.67m2 【66.45坪】, 所有権 ,,2DK×12戸 ★バス・トイレ別 ,,,527.48m2【159.56坪】,60 ％ / 300 ％ ,準工業,賃貸中,相談
588297sj3,BUL,"3億5,000万円",,,1990年4月,鉄筋コンクリート造6階建,6階建,RC造,---,有楽町線 豊洲駅  徒歩17分 ,東京都江東区枝川,444.85m2 【134.56坪】, 所有権 ,,駐車場 10台,,,"1,343.19m2【406.31坪】",60 ％ / 300 ％ ,準工業,使用中,相談
534640faq,MAN,"3億8,000万円",6.40%,"2,432.85 万円 / 202.7万円",1990年11月,鉄筋コンクリート造6階建,6階建,RC造,---,都営新宿線 菊川駅  徒歩2分 ,東京都江東区森下4丁目,243.56m2 【73.67坪】（※私道：29.1m2あり）, 所有権 ,,,,,811.84m2【245.58坪】,80 ％ / 500 ％ ,商業,賃貸中,相談
579511z9b,MAN,"3億9,800万円",7.53%,"3,000 万円 / 250.0万円",1982年9月,鉄筋コンクリート造7階建 総戸数 20戸,7階建,RC造,20戸,都営新宿線 菊川駅  徒歩3分 ,東京都江東区森下4,258.01m2 【78.04坪】, 所有権 ,,駐車場 1台,,,"1,037.15m2【313.73坪】",80 ％ / 400 ％ ,商業,賃貸中,相談
6007240v7,ONE,480万円,,,1986年3月,鉄筋コンクリート造1/3階建（地下 1階） 総戸数 14戸,1/3階建,RC造,14戸,JR横須賀線 西大井駅  徒歩6分 東急大井町線 中延駅  徒歩8分 ,東京都品川区南大井6丁目,,所有権 ,12.51m2（バルコニー 0.00m2）,1R北東向き,"4,500円 / 3,000円",一部委託,,,,賃貸中,相談
598486385,ONE,600万円,10.00%,60 万円 / 5.0万円,1986年9月,鉄骨鉄筋コンクリート造5/7階建（地下 1階）,5/7階建,SRC造,---,東急目黒線 武蔵小山駅  徒歩6分 ,東京都品川区荏原3,,所有権 ,11.50m2（バルコニー なし）,1R北西向き,"5,555円 / 1,290円",全部委託,,,,賃貸中,相談
598689twi,ONE,600万円,10.00%,60 万円 / 5.0万円,1986年9月,鉄骨鉄筋コンクリート造5/7階建,5/7階建,SRC造,---,東急目黒線 武蔵小山駅  徒歩6分 ,東京都品川区荏原3-8-7,,所有権 ,11.5m2（バルコニー なし）,1R,"5,555円 / 1,290円",全部委託,,,,賃貸中,相談
6036141ow,ONE,680万円,7.94%,54 万円 / 4.5万円,1986年3月,鉄筋コンクリート造4/4階建 総戸数 14戸,4/4階建,RC造,14戸,JR横須賀線 西大井駅  徒歩7分 都営浅草線 馬込駅  徒歩8分 都営浅草線 中延駅  徒歩8分 ,東京都品川区西大井6-18-5,,所有権 ,14.31m2（バルコニー なし）,1R,"4,500円 / 2,000円",全部委託,,,,賃貸中,相談
597494xo8,ONE,730万円,10.68%,78 万円 / 6.5万円,1973年3月,鉄骨鉄筋コンクリート造2/15階建 総戸数 260戸,2/15階建,SRC造,260戸,JR京浜東北線・根岸線 大森駅  徒歩13分 京浜急行線 立会川駅  徒歩6分 ,東京都品川区南大井5丁目,,所有権 ,22.95m2（バルコニー 3.78m2）,1K南西向き,"4,900円 / 3,100円",全部委託,,,,賃貸中,相談
603363akn,ONE,750万円,12.00%,90 万円 / 7.5万円,1983年9月,鉄骨鉄筋コンクリート造6/11階建 総戸数 80戸,6/11階建,SRC造,80戸,JR山手線 五反田駅  徒歩5分 ,東京都品川区西五反田,,借地権 ,18.7m2（バルコニー 1.8m2）,1R南西向き,"8,800円 / 3,730円",全部委託,,,,空室,相談
6026007lr,ONE,790万円,8.81%,69.6 万円 / 5.8万円,1979年11月,鉄骨鉄筋コンクリート造4/13階建 総戸数 192戸,4/13階建,SRC造,192戸,都営浅草線 戸越駅  徒歩6分 ,東京都品川区西五反田6丁目,,所有権 ,16.10m2（バルコニー 2.07m2）,1R東向き,"5,000円 / 2,800円",全部委託,,,,賃貸中,相談
5796203yc,ONE,800万円,9.75%,78 万円 / 6.5万円,1985年7月,鉄骨鉄筋コンクリート造3/9階建 総戸数 32戸,3/9階建,SRC造,32戸,京浜急行線 新馬場駅  徒歩2分 京浜急行線 青物横丁駅  徒歩8分 ,東京都品川区南品川4-4-3,,所有権 ,17.04m2（バルコニー なし）,1R北向き,"9,000円 / 7,000円",全部委託,,,,賃貸中,相談
604618zzi,ONE,840万円,8.57%,72 万円 / 6.0万円,1973年12月,鉄骨鉄筋コンクリート造3/12階建 総戸数 56戸,3/12階建,SRC造,56戸,京浜急行線 大森海岸駅  徒歩4分 ,東京都品川区南大井3-15-11,,所有権 ,22.61m2（バルコニー 3.15m2）,1DK,"7,310円 / 6,290円",全部委託,,,,空室,相談
6050276dy,ONE,840万円,9.00%,75.6 万円 / 6.3万円,1978年11月,鉄筋コンクリート造2/5階建 総戸数 16戸,2/5階建,RC造,16戸,東急大井町線 旗の台駅  徒歩2分 ,東京都品川区旗の台5丁目,,所有権 ,23.94m2（バルコニー 1.66m2）,1DK西向き,"10,250円 / 0円",自主管理,,,,賃貸中,相談
600533s99,ONE,850万円,7.48%,63.6 万円 / 5.3万円,1986年9月,鉄骨鉄筋コンクリート造6/7階建（地下 1階） 総戸数 53戸,6/7階建,SRC造,53戸,東急目黒線 武蔵小山駅  徒歩5分 ,東京都品川区荏原3-8-7,,所有権 ,14.05m2（バルコニー なし）,1R南西向き,"6,809円 / 1,580円",全部委託,,,,賃貸中,相談
604095tbc,ONE,860万円,9.48%,81.6 万円 / 6.8万円,1985年8月,鉄筋コンクリート造3/4階建 総戸数 30戸,3/4階建,RC造,30戸,東急大井町線 下神明駅  徒歩5分 JR京浜東北線・根岸線 大井町駅  徒歩11分 JR横須賀線 西大井駅  徒歩8分 ,東京都品川区二葉一丁目13-9,,所有権 ,13.12m2（バルコニー 1.9m2）,1R南西向き,"6,000円 / 2,770円",全部委託,,,,賃貸中,相談
601769xkz,ONE,890万円,8.49%,75.6 万円 / 6.3万円,1979年11月,鉄骨鉄筋コンクリート造3/13階建 総戸数 192戸,3/13階建,SRC造,192戸,都営浅草線 戸越駅  徒歩5分 東急池上線 大崎広小路駅  徒歩9分 JR山手線 五反田駅  徒歩11分 ,東京都品川区西五反田6-25-2,,,21.21m2（バルコニー 2.71m2）,1K,"9,750円 / 0円",全部委託,,,,賃貸中,相談
590985s1k,ONE,900万円,8.93%,80.4 万円 / 6.7万円,1983年10月,鉄骨鉄筋コンクリート造4/10階建 総戸数 37戸,4/10階建,SRC造,37戸,都営浅草線 戸越駅  徒歩3分 東急池上線 戸越銀座駅  徒歩4分 JR山手線 五反田駅  徒歩13分 ,東京都品川区平塚1-1-2,,所有権 ,21.89m2（バルコニー 3.02m2）,1R,"5,800円 / 8,560円",全部委託,,,,賃貸中,相談
600980rhb,ONE,900万円,8.93%,80.4 万円 / 6.7万円,1983年10月,鉄骨鉄筋コンクリート造4/10階建 総戸数 37戸,4/10階建,SRC造,37戸,都営浅草線 戸越駅  徒歩3分 東急池上線 戸越銀座駅  徒歩4分 ,東京都品川区平塚1,,所有権 ,21.89m2（バルコニー 2m2）,1R西向き,"6,600円 / 8,500円",全部委託,,,,賃貸中,相談
598245rlh,ONE,930万円,9.29%,86.4 万円 / 7.2万円,1989年5月,鉄筋コンクリート造3/4階建,3/4階建,RC造,---,京浜急行線 立会川駅  徒歩4分 ,東京都品川区南大井1丁目,,所有権 ,18.70m2（バルコニー 2.75m2）,1K南向き,"9,700円 / 5,820円",全部委託,,,,賃貸中,即時
604264i68,ONE,950万円,8.84%,84 万円 / 7.0万円,1974年11月,鉄骨鉄筋コンクリート造11/11階建 総戸数 52戸,11/11階建,SRC造,52戸,JR京浜東北線・根岸線 大森駅  徒歩2分 京浜急行線 大森海岸駅  徒歩6分 ,東京都品川区南大井6-27-20,,所有権 ,24.00m2（バルコニー 3.20m2）,1R,"8,390円 / 5,600円",自主管理,,,,空室,相談
605435tbs,ONE,950万円,,,1974年11月,鉄骨鉄筋コンクリート造11/11階建 総戸数 49戸,11/11階建,SRC造,49戸,JR京浜東北線・根岸線 大森駅  徒歩2分 京浜急行線 大森海岸駅  徒歩6分 ,東京都品川区南大井6-27-20,,所有権 ,24.00m2（バルコニー 3.20m2）,1R西向き,"8,390円 / 5,600円",自主管理,,,,空室,相談
606380mbo,ONE,980万円,7.22%,70.8 万円 / 5.9万円,1988年5月,鉄筋コンクリート造2/5階建 総戸数 25戸,2/5階建,RC造,25戸,東急目黒線 武蔵小山駅  徒歩4分 ,東京都品川区小山2-5-1,,所有権 ,16.50m2（バルコニー 2.50m2）,1R,"8,250円 / 6,100円",全部委託,,,,賃貸中,相談
6064601i7,ONE,980万円,7.22%,70.8 万円 / 5.9万円,1988年5月,鉄筋コンクリート造2/5階建 総戸数 25戸,2/5階建,RC造,25戸,東急目黒線 武蔵小山駅  徒歩4分 ,東京都品川区小山2丁目,,所有権 ,16.50m2（バルコニー 2.50m2）,1R東向き,"8,250円 / 7,320円",全部委託,,,,賃貸中,相談
582710cis,ONE,990万円,8.90%,88.2 万円 / 7.4万円,1980年7月,鉄筋コンクリート造6/7階建 総戸数 46戸,6/7階建,RC造,46戸,JR京浜東北線・根岸線 大森駅  徒歩1分 京浜急行線 大森海岸駅  徒歩10分 都営浅草線 馬込駅  徒歩24分 ,東京都品川区南大井6-16-12,,所有権 ,21.95m2（バルコニー 2.92m2）,1R,"7,020円 / 7,780円",全部委託,,,,賃貸中,相談
604600qha,ONE,990万円,8.90%,88.2 万円 / 7.4万円,1980年7月,鉄筋コンクリート造6/7階建 総戸数 46戸,6/7階建,RC造,46戸,JR京浜東北線・根岸線 大森駅  徒歩1分 ,東京都品川区南大井6-16-12,,所有権 ,21.95m2（バルコニー 2.92m2）,1R北向き,"7,020円 / 7,780円",全部委託,,,,賃貸中,相談
596497vs4,ONE,"1,095万円",8.71%,95.4 万円 / 8.0万円,1981年2月,鉄筋コンクリート造1/4階建 総戸数 160戸,1/4階建,RC造,160戸,JR山手線 大崎駅  徒歩5分 ,東京都品川区北品川5丁目,,所有権 ,20.07m2（バルコニー 3.33m2）,1K南西向き,"3,400円 / 3,880円",自主管理,,,,賃貸中,相談
600072reb,ONE,"1,095万円",8.71%,95.4 万円 / 8.0万円,1981年2月,鉄骨鉄筋コンクリート造1/9階建 総戸数 160戸,1/9階建,SRC造,160戸,JR山手線 大崎駅  徒歩5分 ,東京都品川区北品川5-9-42,,所有権 ,20.07m2（バルコニー 3.33m2）,1R,"5,400円 / 3,880円",自主管理,,,,賃貸中,相談
604864waw,ONE,"1,095万円",8.71%,95.4 万円 / 8.0万円,1981年2月,鉄骨鉄筋コンクリート造1/9階建 総戸数 160戸,1/9階建,SRC造,160戸,JR山手線 大崎駅  徒歩5分 JR埼京線・川越線 大崎駅  徒歩5分 りんかい線 大崎駅  徒歩5分 ,東京都品川区北品川5-9-42,,所有権 ,20.07m2（バルコニー 3.33m2）,1R北西向き,"3,400円 / 3,880円",自主管理,,,,賃貸中,相談
605866ze5,ONE,"1,100万円",,,1977年11月,鉄骨鉄筋コンクリート造2/13階建 総戸数 140戸,2/13階建,SRC造,140戸,JR山手線 五反田駅  徒歩3分 ,東京都品川区西五反田1-26-2,,所有権 ,18.00m2（バルコニー なし）,1R西向き,"4,700円 / 500円",自主管理,,,,空室,相談
6015985ku,ONE,"1,180万円",7.62%,90 万円 / 7.5万円,1981年2月,鉄骨鉄筋コンクリート造1/9階建 総戸数 160戸,1/9階建,SRC造,160戸,JR山手線 大崎駅  徒歩5分 ,東京都品川区北品川5-9-42,,所有権 ,20.52m2（バルコニー 3.60m2）,1R,"3,400円 / 3,880円",自主管理,,,,賃貸中,相談
604408ekf,TPO,"1,180万円",9.15%,108 万円 / 9.0万円,1972年3月,鉄骨鉄筋コンクリート造1/9階建 総戸数 50戸,1/9階建,SRC造,50戸,京浜急行線 新馬場駅  徒歩4分 ,東京都品川区北品川2-26-20,,所有権 ,35.19m2（バルコニー なし）,事務所,"8,083円 / 15,010円",自主管理,,,,空室,即時
5944058l8,ONE,"1,190万円",8.06%,96 万円 / 8.0万円,1982年4月,鉄骨鉄筋コンクリート造2/12階建（地下 1階） 総戸数 116戸,2/12階建,SRC造,116戸,JR山手線 五反田駅  徒歩4分 ,東京都品川区西五反田2丁目,,所有権 ,24.99m2（バルコニー 1.92m2）,1R北西向き,"7,240円 / 2,400円",全部委託,,,,空室,相談
596956d4e,ONE,"1,200万円",6.00%,72 万円 / 6.0万円,1997年3月,鉄骨鉄筋コンクリート造5/11階建 総戸数 61戸,5/11階建,SRC造,61戸,京浜急行線 大森海岸駅  徒歩5分 ,東京都品川区南大井3,,所有権 ,18.70m2（バルコニー 2m2）,1K東向き,"6,100円 / 4,880円",全部委託,,,,賃貸中,相談
6006518ha,ONE,"1,200万円",6.00%,72 万円 / 6.0万円,1959年6月,鉄筋コンクリート造3/4階建 総戸数 35戸,3/4階建,RC造,35戸,東急目黒線 不動前駅  徒歩4分 ,東京都品川区西五反田5-30-5,,所有権 ,17.16m2（バルコニー なし）,1R南向き,"6,000円 / 4,500円",全部委託,,,,賃貸中,相談
594692gzg,ONE,"1,230万円",6.54%,80.52 万円 / 6.7万円,2005年2月,鉄筋コンクリート造1/5階建 総戸数 26戸,1/5階建,RC造,26戸,JR京浜東北線・根岸線 大井町駅  徒歩10分 京浜急行線 立会川駅  徒歩6分 JR横須賀線 西大井駅  徒歩14分 ,東京都品川区大井6丁目,,所有権 ,18.86m2（バルコニー 3.13m2）,1K北向き,"7,450円 / 2,400円",全部委託,,,,賃貸中,相談
584014yfr,ONE,"1,250万円",7.20%,93.6 万円 / 7.8万円,1991年11月,鉄筋コンクリート造4/5階建 総戸数 74戸,4/5階建,RC造,74戸,JR山手線 大崎駅  徒歩11分 ,東京都品川区西品川2丁目,, 旧法地上権,16.50m2（バルコニー 2.51m2）,1R北向き,"5,290円 / 1,200円",全部委託,,,,賃貸中,相談
581880ore,ONE,"1,280万円",9.37%,120 万円 / 10.0万円,1973年5月,鉄骨鉄筋コンクリート造3/10階建 総戸数 87戸,3/10階建,SRC造,87戸,京浜急行線 大森海岸駅  徒歩2分 JR京浜東北線・根岸線 大森駅  徒歩9分 ,東京都品川区南大井3-30-1,,所有権 ,32.40m2（バルコニー 4.32m2）,1LDK東南向き,"8,160円 / 9,100円",全部委託,,,,空室,相談
599555xoe,ONE,"1,280万円",7.03%,90 万円 / 7.5万円,1992年4月,鉄骨鉄筋コンクリート造7/11階建 総戸数 115戸,7/11階建,SRC造,115戸,JR京浜東北線・根岸線 大森駅  徒歩12分 京浜急行線 大森海岸駅  徒歩5分 ,東京都品川区南大井3-9-7,,所有権 ,21.00m2（バルコニー 2.81m2）,1R,"8,200円 / 820円",全部委託,,,,賃貸中,相談
603447bvn,ONE,"1,280万円",,,1983年3月,鉄筋コンクリート造7/7階建 総戸数 66戸,7/7階建,RC造,66戸,JR山手線 五反田駅  徒歩2分 ,東京都品川区西五反田2-4-6,,地上権 ,17.29m2（バルコニー 5.70m2）,1R西向き,"9,600円 / 3,960円",全部委託,,,,空室,相談
606016m4e,TPO,"1,280万円",9.93%,127.2 万円 / 10.6万円,1972年3月,鉄骨鉄筋コンクリート造1/9階建 総戸数 50戸,1/9階建,SRC造,50戸,京浜急行線 新馬場駅  徒歩4分 ,東京都品川区北品川2-26-20,,所有権 ,39.67m2（バルコニー なし）,店舗・事務所,"8,083円 / 15,010円",自主管理,,,,賃貸中,相談
602335wzd,ONE,"1,300万円",7.01%,91.2 万円 / 7.6万円,1997年6月,鉄筋コンクリート造（一部鉄骨鉄筋コンクリート造）5/8階建 総戸数 38戸,5/8階建,RC造,38戸,JR京浜東北線・根岸線 大井町駅  徒歩4分 東急大井町線 大井町駅  徒歩6分 ,東京都品川区大井1丁目25-10,,所有権 ,18.21m2（バルコニー 2.70m2）,1R北向き,"6,600円 / 5,280円",全部委託,,,,賃貸中,相談
603764hx2,ONE,"1,300万円",7.84%,102 万円 / 8.5万円,1988年3月,鉄筋コンクリート造5/6階建（地下 1階） 総戸数 89戸,5/6階建,RC造,89戸,東急目黒線 武蔵小山駅  徒歩3分 ,東京都品川区小山3丁目,,所有権 ,25.51m2（バルコニー 18.8m2）,1R南西向き,"12,300円 / 3,500円",全部委託,,,,空室,相談
594826lae,ONE,"1,330万円",6.40%,85.2 万円 / 7.1万円,1997年9月,鉄筋コンクリート造7/9階建 総戸数 62戸,7/9階建,RC造,62戸,JR京浜東北線・根岸線 大森駅  徒歩3分 京浜急行線 大森海岸駅  徒歩8分 ,東京都品川区南大井6-19-16,,所有権 ,19.66m2（バルコニー 3.38m2）,1R北西向き,"5,200円 / 6,240円",全部委託,,,,賃貸中,相談
591401jxm,ONE,"1,350万円",6.74%,91.08 万円 / 7.6万円,1997年9月,鉄筋コンクリート造7/9階建 総戸数 62戸,7/9階建,RC造,62戸,JR京浜東北線・根岸線 大森駅  徒歩3分 京浜急行線 大森海岸駅  徒歩8分 ,東京都品川区南大井6丁目,,所有権 ,19.60m2（バルコニー なし）,1K南向き,"5,100円 / 6,120円",全部委託,,,,賃貸中,相談
599956xxs,ONE,"1,350万円",7.02%,94.8 万円 / 7.9万円,2001年9月,鉄筋コンクリート造9/9階建 総戸数 55戸,9/9階建,RC造,55戸,JR京浜東北線・根岸線 大森駅  徒歩9分 京浜急行線 大森海岸駅  徒歩7分 ,東京都品川区南大井3丁目,,所有権 ,19.97m2（バルコニー 3.72m2）,1K南向き,"10,500円 / 3,200円",全部委託,,,,賃貸中,相談
585806ngd,ONE,"1,360万円",,,1987年4月,鉄筋コンクリート造3/4階建 総戸数 19戸,3/4階建,RC造,19戸,JR京浜東北線・根岸線 大森駅  徒歩10分 都営浅草線 馬込駅  徒歩13分 JR横須賀線 西大井駅  徒歩14分 ,東京都品川区西大井3-16-25,,所有権 ,27.07m2（バルコニー 4.84m2）,2K南向き,"5,500円 / 10,000円",一部委託,,,,空室,相談
595457l05,ONE,"1,380万円",6.69%,92.4 万円 / 7.7万円,2000年4月,鉄筋コンクリート造4/11階建 総戸数 61戸,4/11階建,RC造,61戸,都営浅草線 戸越駅  徒歩6分 東急池上線 戸越銀座駅  徒歩4分 ,東京都品川区平塚2-12-22,,所有権 ,18.01m2（バルコニー 3.71m2）,1K北西向き,"6,020円 / 8,010円",全部委託,,,,賃貸中,相談
603666ivz,ONE,"1,380万円",6.70%,92.4 万円 / 7.7万円,2000年4月,鉄筋コンクリート造8/11階建 総戸数 61戸,8/11階建,RC造,61戸,東急池上線 戸越銀座駅  徒歩4分 JR山手線 五反田駅  徒歩18分 JR山手線 大崎駅  徒歩20分 ,東京都品川区平塚2-12-22,,所有権 ,18.01m2（バルコニー 3.71m2）,1K北西向き,"6,020円 / 8,010円",全部委託,,,,賃貸中,相談
604629rrr,ONE,"1,430万円",6.88%,98.4 万円 / 8.2万円,2001年1月,鉄筋コンクリート造2/4階建 総戸数 29戸,2/4階建,RC造,29戸,京浜急行線 北品川駅  徒歩8分 東京モノレール 天王洲アイル駅  徒歩10分 ,東京都品川区東品川1丁目,,所有権 ,22.47m2（バルコニー なし）,1R,"8,670円 / 8,630円",全部委託,,,,賃貸中,相談
577445k8t,ONE,"1,450万円",6.62%,96 万円 / 8.0万円,2000年3月,鉄筋コンクリート造11/11階建 総戸数 61戸,11/11階建,RC造,61戸,東急池上線 戸越銀座駅  徒歩4分 都営浅草線 戸越駅  徒歩5分 ,東京都品川区平塚2-12-22,,所有権 ,18.01m2（バルコニー 3.71m2）,1K北西向き,"6,020円 / 8,010円",全部委託,,,,賃貸中,相談
602394rsf,ONE,"1,450万円",6.78%,98.4 万円 / 8.2万円,2001年1月,鉄筋コンクリート造2/4階建 総戸数 29戸,2/4階建,RC造,29戸,京浜急行線 北品川駅  徒歩8分 東京モノレール 天王洲アイル駅  徒歩10分 ,東京都品川区東品川1丁目,,所有権 ,22.47m2（バルコニー なし）,1K,"8,670円 / 8,630円",全部委託,,,,賃貸中,相談
603156lju,ONE,"1,450万円",6.53%,94.8 万円 / 7.9万円,1993年7月,鉄骨鉄筋コンクリート造6/14階建 総戸数 124戸,6/14階建,SRC造,124戸,JR京浜東北線・根岸線 大井町駅  徒歩9分 京浜急行線 鮫洲駅  徒歩5分 ,東京都品川区東大井2丁目,,所有権 ,20.98m2（バルコニー 0.00m2）,1R南東向き,"3,940円 / 1,150円",全部委託,,,,賃貸中,相談
587689zhs,ONE,"1,460万円",6.57%,96 万円 / 8.0万円,1993年7月,鉄骨鉄筋コンクリート造4/14階建（地下 1階） 総戸数 124戸,4/14階建,SRC造,124戸,京浜急行線 鮫洲駅  徒歩4分 JR京浜東北線・根岸線 大井町駅  徒歩9分 ,東京都品川区東大井2丁目12-22,,所有権 ,21.11m2（バルコニー 4.10m2）,1R,"4,070円 / 1,160円",全部委託,,,,賃貸中,相談
